제목,피쳐링,작사가,작곡가,편곡자,재생시간,가사
사랑한다면 해선 안될 말,[],[],"['타블로', '최필강']",[],03:42,"Wrong.

Please shut up.
Please shut up.
Please shut up.
Please.

＂날 사랑해?＂
＂넌 말만 잘해＂
＂뭘 더 바래?＂ 
＂너나 잘해.＂
＂또, 또, 또, 또 왜?＂
＂넌 몰라도 돼.＂
＂끊을게.＂
＂부끄럽다.＂
＂가.＂
＂넌 늘 그렇잖아.＂
＂재미없어.＂ 
＂좀 질렸어.＂
＂이젠 지쳤어.＂ 
＂넌 미쳤어.＂
＂대체 어쩌라고.＂ 
＂또 시작이냐고.＂
＂변한 게 없어.＂

나도 모르게 
wrong wrong wrong. I'm sorry.
알면서도 wrong wrong wrong again.
널 사랑한다면 해선 안될 말.

네 앞에 서면 
wrong wrong wrong. I'm sorry.
돌아서도 wrong wrong wrong again.
뒤돌아보니 널 떠나게 한 말.

No, no, no. Don't say another word. 
내 입을 마-마-막아줘요.
No, no, no. Don't say another word. 
내 입을 마-마-막아줘요.

＂생각 좀 해.＂ 
＂맘대로 해.＂
＂안 믿어.＂ 
＂귀찮아.＂ 
＂넌 항상 그래.＂
＂니가 뭘 알아.＂ 
＂너도 똑같아.＂
＂싫으면... 다른 사람 만나.＂
＂저리가.＂
＂지겨워, 니가.＂
＂정말 짜증나.＂
＂제발 관두자.＂
＂성격 참 어려워, 너.＂
＂성질 참 더러워, 너.＂
＂넌 날 몰라.＂

나도 모르게 
wrong wrong wrong. I'm sorry.
알면서도 wrong wrong wrong again.
널 사랑한다면 해선 안될 말.

네 앞에 서면 
wrong wrong wrong. I'm sorry.
돌아서도 wrong wrong wrong again.
뒤돌아보니 널 떠나게 한 말.

＂미안해.＂
해선 안되는 말.
＂미안해.＂
했어야 하는 말.
＂미안해.＂
I'm sorry.
다시는 할 수 없는 말.

나도 모르게 
wrong wrong wrong. I'm sorry.
알면서도 wrong wrong wrong again.
사랑해. 정말 고마워.
말하고 싶었어.
이젠 들어줄 너. 너. 넌 없어.

네 앞에 서면 
wrong wrong wrong. I'm sorry.
돌아서도 wrong wrong wrong again.
사랑해. 정말 그리워.
잘하고 싶었어.
이젠 웃어줄 너. 너. 넌 없어.

거울 속 내게 말해.
No, no, no. No, no, no. 
내 입을 마-마-막아줘요.
기억 속 내게 말해.
No, no, no. No, no, no. 
내 입을 마-마-막아줘요.

You're right."
선곡표,[],[],[],[],03:34,"STAY
이 밤이 깊어가지만 부디
안녕이라고 말하지마
그댄 어떤가요
이밤의 끝을 잡고 싶은데
그건 절대 안되나요
난 그댈 원하고 원망하죠
이별 택시를 타고
어서 Addio 잘가요
Let me say goodbye
거리에서 혼자 남은 한 남자
사랑한다는 말 그 거짓말에
한숨만 늘어가네 다신 사랑 안해
남자답게 이젠 널 지우려해
다시 마주치지 말자 난 행복해
근데 사랑은 향기를 남기고가
벌써 그녀가 너무 보고 싶다
정말 사랑했나봐
그래 너의 뒤에서
후회한다
친구라도 될걸 그랬어

사랑하긴 했던걸까
그저 장난이었던 건 아닐까
우리가 노래하던 
이별 얘기들의 가사처럼
기억도 잊혀져갔다

다시 사랑한다 말할까
사랑할수록 멀어져간 사람아
아무리 생각해도 난 너를 
사랑해 그리고 생각해
너를 위해 천일동안
이별이 오지 못하게
내 눈물 모아 살다가 사랑하는
왜 내 남은 사랑을 위해 벌써 일년
사랑하기 때문에 아름다운 이별
그대만 있다면
행복한 나를 다 줄거야
사랑은 아름다운 날들
사랑했잖아 뭐를 잘못한거니
너의 집 앞에서 발걸음 덩그러니
바람이 분다 전부 너였다
한장의 추억 사진을 보다가
기억 속으로 가만히 눈을 감고
어제처럼 또 한번 사랑은 가고
기억에서 멀어진
너의 모습을 찾을수 있었지
널 잊을수 없어
날 보낼수 없어 이렇게도
Say goodbye

사랑하긴 했던걸까
그저 장난이었던 건 아닐까
우리가 노래하던
이별 얘기들의 가사처럼
기억도 잊혀져갔다
사랑하긴 했던걸까
그저 장난이었던 건 아닐까
우리가 노래하던
이별 얘기들의 가사처럼
기억도 잊혀져갔다

요즘엔 들을만한 노래가 없어
마음속에 담을만한 가사가 없어
그대가 떠났기 때문에
세상이 변했기 때문에
요즘엔 들을만한 노래가 없어
마음속에 담을만한 가사가 없어
그대가 떠났기 때문에
세상이 변했기 때문에 "
EYES NOSE LIPS (Feat. 태양),[],[],[],[],03:33,"You left me paralyzed
No cure No rehab for me
Funny that you got
the nerve to keep
askin' me
How I've been
You're the victor
in this pageantry
But the only trophy
you deserve
catastrophe

I'd rather we be dead
to each other
No eulogies said
for each other
No rest in peace's
The memory's got
my chest in pieces

I'm prayin' that
your eyes
are the first to go
The way they looked
when you smiled
The way they opened
and closed

Then your nose
Every single breath
against my neck
And then your lips
Every empty promise
made and said

Please fade
Fade to black
Please fade
Fade to black

But the nightmares
come back
Because your eyes nose
lips every look and
every breath
every kiss still
got me dyin'
You still got me cryin'

Because your eyes nose
lips every look and
every breath
every kiss still
got me dyin'
You still got me cryin'


Fuck a promenade
Let's juggernaut
down memory lane
Leave no thought alive
To the slaughterhouse
I'm takin' my pain
It's time to sever
my brain
from my heart and soul

My knees are burnin' hot
but God is cold
I've been told
One day you'll know
too much of
heaven's a sin

After the show
it's only hell
that it brings
So take it slow
and let time heal
everything
They say that time flies
but you keep breakin'
its wings

You'll never fade
Fade to black
Please fade
Fade to black
But the nightmares
come back

Because your eyes nose
lips every look and
every breath
every kiss still
got me dyin'
You still got me cryin'

Because your eyes nose
lips every look and
every breath
every kiss still
got me dyin'
You still got me cryin'

You wish me well
You wish me well
I wish you hell

I never wanna
look into your eyes again
No I never wanna
hear you breathe again

Let me go
Let me go
Baby tell me this 
s the end

Because your eyes nose
lips every look and
every breath
every kiss still
got me dyin'
You still got me cryin'

Because your eyes nose
lips every look and
every breath
every kiss still
got me dyin'
You still got me cryin'
G'night"
난 사람이 제일 무서워,[],"['타블로', '미쓰라', 'Roger Anfinsen', 'Lee Hutson Sr', 'Joseph Scott']","['DJ 투컷', '챈슬러', 'Docskim', 'Roger Anfinsen', 'Lee Hutson Sr', 'Joseph Scott']","['DJ 투컷', '챈슬러', 'Docskim', 'Roger Anfinsen', 'Lee Hutson Sr', 'Joseph Scott']",03:09,"내가 태어난 
1980년에 레논이 죽었어.
난 늘 최악만 imagine 해.
그래서 두려워.
난 사람이 제일 무서워.

익은 걸 썩은 취급하는 
이 시대에 뭘 바래?
고개 숙인 벼는 베이기만 해.
숨을 쉴 수가 없어.
난 사람이 제일 무서워.

듣기 싫어 평온, 
평화를 뺏은 놈들의 
""rest in peace"".
박수 칠 때 떠나래. 
떠나야 박수 치는 세상이.
참 우스워.
난 사람이 제일 무서워.

편히 잠들 수 없어.
난 이제 알지 사람 일은 
모르는 법. 다 판사 노릇 해도.
Sometimes to get to God,
first you gotta meet the Devil.

넌 세상 돌아가는 법을 모른대.
꾸짖던 어르신들 덕에 
잘만 보는데,
세상이 돌고 있는 게.
그래서 난 사람이 제일 무서워.

이젠 strong man의 시댄데 
다 일으키기엔 힘 딸리나봐.
정의가 입이 무거워 
쉽게 들리지 않나 봐.
We at war.
난 사람이 제일 무서워.

알 권리 세례 속에 살 
권리를 잊게 하는 MEDIA.
기어 다니는 자의 
달콤한 혀를 믿지 마.
It’s a lie.
난 사람이 제일 무서워.

아빠의 장례식에 와 
죽음이 치유라는 둥 
떠들며 웃던 목사.
좆 까. 네 신이 병가 중.
하늘엔 하늘 뿐이었어.
난 사람이 제일 무서워.

아무도 믿을 수 없어.
Cuz you are fucked 
if you think that 
it's gonna be okay.
상상은 자유인데 
자유는 상상도 못 해.
이 세상이 무서워.

바람 잘 날 없지. 
내 일기장은 해마다 
절판 위기에 빠지네.
지금의 난 37쇄. 알 수 없어.

소리 아닌 
상처 내서 만든 노래들.
피투성이지만 
WE’VE DONE 
SOMETHING WONDERFUL.
편히 잠들 수 있어.

편히 잠들 수 있어.

Be with me, God."
BLEED,[],"['타블로', '미쓰라']","['타블로', 'DJ 투컷']","['타블로', 'DJ 투컷']",03:41,"화가 나.
겨우 가사 한 줄 적는데 
며칠 밤을 새.
할 말이 넘치던 
10년 전과는 다르게.
갈수록 하고 싶은 말과 
해도 되는 말이 줄고
기대와 무거운 책임감만 따르네.
지금 내 현주소는 절벽 위 번지.
공포에 질려 
입 다물고 떨어지던지
외마디 비명조차 
아름답게 질러야 할 때야.
참 그립네.
밑바닥에서 탑을 쌓던 때가.

가진 게 없어 했던 그때와
뺏길까 봐 하는 지금.
잃을 게 없던 그때와
잃은 게 더 많은 지금.
지금을 바랬던 그때와
그때를 바라는 지금.
Man, it's killin' my vibe
and trippin' up my rhythm.
이젠 더 뛰어올라봤자 
just a ceilin'.
머리만 아플 일.
환상이 벗겨지는 경지에 섰지.
이제 내게 언더와 오버의 의미는
never understood 
and always overthinkin'.

What doesn't kill me
only makes me bloody,
so I just bleed 
on this breakbeat.
Spit another 16.

구멍 난 내 가슴이 밤으로 
채워져도 반드시 해가 뜨니.
It goes on and on.

What doesn't kill me
only makes me bloody,
so I just bleed 
on this breakbeat.
Spit another 16.

구멍 난 내 가슴이 밤으로 
채워져도 반드시 해가 뜨니.
It goes on and on.

I feel sorry for my fans.
Loving me is hard.
내 굴곡진 인생 
함께 걷는 거니까.
내가 밟는 땅만 꺼지는데
날 지키는 것 보다 
버리는 게 더 쉬울 때
you are here with me 
through the rise and falls.
Here's my heart, 
here's my blood,
Imma give you my all.
너와 내 미소는 항상 
피기도 전에 시들지만
못다 핀 꽃도 모이면 
정원을 이루지.

불안한 맘을 
비우지 못해 잔을 비워.
술보다 독한 
영감에 취해 잠 못 이뤄.
결국, 타인에게 줄 
기쁨과 내 욕심 때문에
늘 뒷전 되는 가족들의 외로움.
사랑한다는 
그 쉬운 한마디 못하면서
착 달라붙네, 열여섯 마디는.
때가 되면 오래, 
멀리 떠나자 약속했는데
오늘도 난 책상 앞에 
밤을 새우네.

What doesn't kill me
only makes me bloody,
so I just bleed 
on this breakbeat.
Spit another 16.

구멍 난 내 가슴이 밤으로 
채워져도 반드시 해가 뜨니.
It goes on and on.

What doesn't kill me
only makes me bloody,
so I just bleed 
on this breakbeat.
Spit another 16.

구멍 난 내 가슴이 밤으로 
채워져도 반드시 해가 뜨니.
It goes on and on.

은퇴, 해체.
매해 목구멍에 담은 단어들인데
14년째 못 뱉네.
때론 가래, 때론 
피와 섞여 밤새 켁켁.
There ain't a fuckin' paycheck
to make it worth the pain.
But again, 
숨 들이키고 다시 무대 위에.
And again, 
공책을 피고 글을 토해내.
When you bleed, 
I will bleed with ya.
When I bleed, 
will u bleed with me?

What doesn't kill me
only makes me bloody,
so I just bleed 
on this breakbeat.
Spit another 16.

구멍 난 내 가슴이 밤으로 
채워져도 반드시 해가 뜨니.
It goes on and on.

What doesn't kill me
only makes me bloody,
so I just bleed 
on this breakbeat.
Spit another 16.

구멍 난 내 가슴이 밤으로 
채워져도 반드시 해가 뜨니.
It goes on and on."
Lesson Zero,[],"['타블로', 'Hayley Gene Penner']","['타블로', 'Rabitt', 'Hayley Gene Penner']","['타블로', 'Rabitt', 'Hayley Gene Penner']",02:23,"Things can change 
변할 수 있다
In the pouring rain
쏟아지는 빗속에서
From the shadows
그림자들을 뚫고
See it towering
높이 치솟는 것을 봐라
Half the light
빛의 반쪽이
Can fade away
점차 꺼진다
Face your shadow
너의 그림자를 마주하라
Then you follow it
그리고 따라가라
You follow it
따라가라
You follow it
따라가라
Half the light
빛의 반쪽이
Can fade away
점차 꺼진다
Face your shadow
너의 그림자를 마주하라
Then you follow it
그리고 따라가라

They teach you to heed the word of a god 
who has never spoken
그들은 너에게 말 한마디 하지 않은 
신의 목소리를 경청하라고 가르친다
To fear breaking the law 
when it's already broken
이미 일그러진 법을 어기길 두려워하라고
That to feel is to be weak, 
to suppress emotion
느낀다는 것은 약하다는 것이라고
감정을 숨기라고
So no one sees you had a heart 
till your chest is open
너에게도 심장이 있었다는 걸 아무도 못 보게
너의 가슴이 열려있을 때까진
They got you hating who you are, 
to sell you pills and fiction
네가 너 자신을 증오하기를 원한다
너에게 알약과 허구를 팔기 위해
Reachin' for the stars 
when you were born up there with 'em
별을 따기 위해 손을 뻗게 한다
넌 그 별들 사이에서 태어난 건데
Addicted to the news, views, superstitions
뉴스, 여론, 미신에 중독되어 
To keep the visionaries 
glued to their televisions
비전을 가진 자들이 
텔레비전 앞을 떠나지 못하게
They want you busy stepping 
to the right side of history
역사의 옳은 쪽에 서려고 애쓰기를 바란다
To keep you from the inside of history
역사의 안쪽에 설까 봐
Give everyone a voice
모두에게 목소리를 주면서
But leash 'em wit the mic cord
마이크 선으로 목줄을 맨다
Feed you things to fight about
서로 싸울 일을 먹여준다
Instead of things to fight for
함께 싸울 일 대신
Teach you everything you want
너가 원하는 모든 것을 가르쳐준다
But nothing you need
너가 필요한 것 대신
That everything's got a price
모든 것은 가격이 있다고
And nothing is free
공짜는 없다고
They'll turn everything to nothing
그들은 모든 것이 아무것도 아니게 되게 한다
Then make you believe
그리고 믿게 한다
That everything is under control
다 통제하에 있다고
And there's nothing to see
여기 볼 것 없다고
No more lessons please
더 이상의 가르침은 그만
Take me back to zero
날 영으로 되돌려줘
No more teachers, no more prophets, 
no more heroes
더 이상의 스승, 더 이상의 선지자, 
더 이상의 영웅은 그만
No more lessons please
더이상의 가르침은 그만
Now I see, the question to all answers
이제 보여, 모든 답을 향한 내 질문은
Will only bring me to my knees
나를 무릎 꿇게만 할 것이고
And back to zero
나를 0으로 되돌리기만 할 것을"
RICH (Feat. 태양),[],[],[],[],04:17,"새처럼 날고 싶던
그녀는 비행기 표를 샀지.
하늘과 바다를 손에 
가득 담고 싶던
그는 큰 지구본을 샀지.
다 꿈에 가격표를 달지만 
아무리 쓰고 써도 재고만 
쌓이는 마음의 장바구니.
돈 꾸면서도 살 건 사는데
꿈꾸면서 사는 건 아까운지.
답을 찾지
where your pocket is.
Baby, you don't even know 
what the problem is.
너의 버켓리스트는 쇼핑 리스트.
But the life you miss,
기억은 없어도 인증샷은 있어.
고픈 건 참아도 아픈 건 싫대. 
그 배는 유행가처럼 
쉽게 부르고 빨리 꺼지네. 

I wish. I wish. 
I wish. I was rich.
Baby I wish. I wish. 
I wish. I was rich.
My Drive Rules 
Everything Around Me.
Dream.

내 친구는 꿈과 이상을 
사고 팔고 재고 값 매기지.
통장 잔고는 휘청해도 
흔들리지 않는 자신감, 
아니 바이덴티티.
여권 도장 없이 패션은 
New York and Paris.
인생이 화보.
모든 동네, 캠퍼스, 
직장, 어디든.
금 캐러 다니는 young boys 
and golden ladies.
부럽지 뭐.
그저 부럽지 뭐.
내가 진 거지 뭐. 
내가 진 거지 뭐.
난 주말에만 꿈을 꾸는 놈,
토요일만 되면 
복권 한 장을 쥐며.
불금에도 숫자를 적고 
계산하려고 줄 서 있네.
어릴 적 내가 본 낭만은
공장이었는데
이젠 널린 편의점이네.

I wish. I wish. 
I wish. I was rich.
걱정 없이 살고 싶어.
Baby I wish. I wish. 
I wish. I was rich.
사람 답게 살고 싶어.

버는 만큼 쓰는 만큼
Is you happy?
버는 만큼 쓰는 만큼
Are you happy?
'Cause baby, I wish I was.

I wish. I wish I was rich.
Baby I wish.
Put your gold up in the air.
I wish
Put your diamonds in the air.
I was rich.
And wave 'em like you 
just don't care.

'Cause baby, I wish I was.
I wish. I wish. 
I wish. I was rich.
Baby I wish. I wish. 
I wish. I was rich.
My Drive Rules 
Everything Around Me.

'Cause baby, I wish I was.
'Cause baby, I wish I was.
Rich, rich, rich. Yeah.
'Cause baby, I wish I was.
'Cause baby, I wish I was.
Rich.

난 마음의 부자가 되고 싶은데
지갑을 열지 못해 
마음을 계속 쓰게 돼.

'Cause baby, I wish I was.
'Cause baby, I wish I was.
Rich, rich, rich. Yeah.
'Cause baby, I wish I was.
'Cause baby, I wish I was."
Love Love Love (Astronica Remix),[],[],[],[],03:51,"밤 12시 술취해 지친 목소리 새벽 2시 차갑게 꺼진 전화기

아무도 내 맘을 모르조 I can’t stop Love Love Love
아파도 계속 반복하조 I can’t stop Love Love Love
 
있나요 사랑해본적 영화처럼 첫 눈에 반해본 적
전화기를 붙들고 밤새본 적 세상에 자랑해 본 적
쏟아지는 빗속에서 기다려본 적 그를 향해 미친듯이 달려본 적
몰래 지켜본 적 미쳐본  적 다 보면서도 못본 척
 
있겠죠 사랑해본 적 기념일 때문에 가난해복 적
잘하고도 미안해 말해본 적 연애편지로 날 새본 적
가족과의 약속을 미뤄본 적 아프지 말라 신께 빌어본 적
친굴 피해본 적 잃어본 적 가는 뒷모습 지켜본 적
 
(can’t stop love love oh love)
미친듯 사랑했는데 왜 정말 나 잘해줬는데 왜
모든걸 다 줬는데 You got me going crazy
(can’t stop love love oh love)
죽도록 사랑했는데 왜 내 몸과 맘을 다 줬는데
모든걸 잃어버렸는데 어떻게
 
아무도 내 맘을 모르죠 I can’t stop Love Love Love
아파도 계속 반복하죠 I can’t stop Love Love Love
 
있나요 이별해본 적 빗물에 화장을 지워내본 적
긴 생머리 잘라내본 적 끊은 담배를 쥐어본 적
혹시라도 마주칠까 자릴 피해본 적 보내지도 못할 편지 적어본 적
술에 만취돼어 전화 걸어본 적 (여보세요) 입이 얼어본 적
 
있겠죠 이별해본 적 사랑했던 만큼 미워해본 적
읽지도 못한 편지 찢어본 적 잊지도 못할 전화번호 지워본 적
기념일을 혼자 챙겨본 적 사진들을 다 불태워본 적
이 세상의 모든 이별 노래가 당신 얘길거라 생각해본적
 
(can’t stop love love oh love)
미친듯 사랑했는데 왜 정말 난 잘해줬는데 왜
모든걸 다 줬는데 You got me going crazy
(can’t stop love love oh love)
죽도록 사랑했는데 왜 내 몸과 맘을 다 줬는데 
모든걸 잃어버렸는데 어떻게
 
아무도 내맘을 모르죠 I can’t stop Love Love Love
아파도 계속 반복하죠 I can’t stop Love Love Love
 
바보처럼 울고 또 술에 취하고 친구를 붙잡고 그 사람을 욕하고
시간이 지나고 또 술에 취하고 전화기를 붙잡고 Say Love!
 
아무도 내 맘을 모르죠 I can’t stop Love Love Love
아파도 계속 반복하죠 I can’t stop Love Love Love
아무도 내맘을 모르죠 사실은 당신만 모르죠
아파도 계속 반복하죠 이러다 언젠가 다시 마주치겠죠"
바보 (Feat. Bumkey),['범키'],[],['타블로'],[],04:02,"오늘도 난 바보처럼 아무 말도 못 해
이 제자리에 서 있죠
사랑한단 말도, 아무 말 못 하고
난 그대로 멈춰있죠
오늘도 난 바보처럼 다가가지 못해
이 제자리에 서 있죠
사랑이란 말
그 흔한 말도 못하는 바보, 바보, 바보

오늘도 제자리걸음에
숨은 멈추고 생각이 서두네
신발 끈을 매는 법을 몰라 헤매는 아이처럼
내 맘이 성급해
너와 내 끈을 어긋나고
바보처럼 겁을 내
또 에코처럼 갔다 왔다만 하고 말을 못 해
사랑한다고

멀리서 서 있어 뒤돌아보진 않을까?
멈춰있어 여기서 (바보처럼)
멀리서 서 있어.
뒤돌아보면 땅을 봐 멈춰있어 여기서

오늘도 난 바보처럼 아무 말도 못 해
이 제자리에 서 있죠
사랑한단 말도, 아무 말 못 하고
난 그대로 멈춰있죠
오늘도 난 바보처럼 다가가지 못해
이 제자리에 서 있죠
사랑이란 말,
그 흔한 말도 못하는 바보, 바보, 바보

난 네 앞에만 서면 잘 가던 시간도 딱 멈춰
할 말은 많지만 싫다 말할까 봐 심장도 날 걱정해
그래서 늘 빙빙 돌려 확인해. 어딘지
네 맘은 언제가 돼야 나란 역에 편히 기대서 쉴지

멀리서 서 있어.
뒤돌아보면 땅을 봐 멈춰있어 여기서(바보처럼)
멀리서 서 있어 뒤돌아보진 않을까?
멈춰있어 여기서

오늘도 난 바보처럼 아무 말도 못 해
이 제자리에 서 있죠
사랑한단 말도, 아무 말 못 하고
난 그대로 멈춰있죠
오늘도 난 바보처럼 다가가지 못해
이 제자리에 서 있죠
사랑이란 말,
그 흔한 말도 못하는 바보, 바보, 바보

I need you girl I need you girl
I need you girl 그 아무 말도 못 하는 나지만
I need you girl (I need you girl)
I need you girl (I need you girl)
I need you girl
그저 바보처럼. 너의 바보처럼
바보 같은 나"
Let It Rain,[],[],[],[],04:40,"Bridge]  



니가 어딜가도 그 누구를 만나도  



아니라고 말해도 I Know  



니가 어딜가도 그 누구를 만나도  



아니라고 말해도 I Know  







TV를 켰다 끄고 걷다 멈추고  



섰다가 눕고 모든게 뭔가 서툴고  



시계를 바라보며 눈에 힘주었다가 풀고  



날 비웃고 대답이 없는 벽과 다투고  



검은 입술에 담배를 물고  



라디오 슬픈 노랫말과 입맞추고  



아무도 없는 거울 뒤편에  



나를 채우고 미소를 겨우 지어내  







밤에 부는 칼바람에 먹구름이 찢어질듯  



붉은달 바라보면서 점점 미쳐질듯  



잊혀질듯한데 엄지손가락에 지문은  



지워질듯 밤새 통화 버튼을 맴도는데  



핸드폰에 그대 이름이 떠  



떨리는 손에 그대 목소리가 들려 웃으며  



온종일 집에 붙어 있었다고  



지금 간다고 사랑한다고 But I know  







[Chorus]  



Let in rain... let in rain...  



흐르는 빗물에 흘러내린 눈물에  



너의 더러움 모두 씻어줄게  



Let in rain... Let in rain...  



웃으며 다가온 너의 위선을 모두 씻어줄게  







내리는 이 비에 아무도 모르는  



나의 아픔 묻어둔채  



내리는 이 비에 조용히 부숴진  



너의 거짓을 묻어둘게  







I know 알고 있어말은 못해도  



변해버린 네 맘을 오늘도 모레도  



돌아오지 않는다는걸 매일 널 보내고  



돌아서 꿈속에도 널 쫓아 난 목매고  



아픈 내 맘의 눈물로 비를 내리고 비로  



너의 과오를 씻으려 손내밀고  



웃으며 감싸도 이 상처는 더 패이고  



니 핸드폰에 벨소리는 심장을 더 때리고  



하루에 몇천번씩 끈을 묶어  



아님 두 무릎꿇고 고개를 숙여  



어디서부터 우리 뒤틀린건지  



대체 뭣땜에 그렇게 이끌린건지  



넋이 나간 상태로 길을나서 둘이돼  



갈라진 미소라도 나눠 받을게 입 다물게  



너 없인 못사니까  



반쪽 뿐인 사랑조차 내겐 절실하니까!  







[Chorus]  



Let in rain... let in rain...  



흐르는 빗물에 흘러내린 눈물에  



너의 더러움 모두 씻어줄게  



Let in rain... Let in rain...  



웃으며 다가온 너의 위선을 모두 씻어줄게  







내리는 이 비에 아무도 모르는  



나의 아픔 묻어둔채  



내리는 이 비에 조용히 부숴진  



너의 거짓을 묻어둘게"
Here,[],['타블로'],['타블로'],['타블로'],00:42,"I’m here
Where no one is
Sometimes I feel like I’m alone in this
Confused
Goin’ from wishin’ I wasn’t born at all to 
thinkin’ I was born for this
Pages torn to bits, as pencil tips break
Am I runnin’ out of things to say?
I close my eyes, let the muses rewind the tape
And I’m back to... yesterday"
Oceans. Sand. Trees.,[],[],[],[],02:12,가사 정보가 없습니다.
Let It Rain (Feat. 김종완 of Nell),[''],[],['타블로'],[],04:40,"Bridge]
니가 어딜가도 그 누구를 만나도 
아니라고 말해도 I Know 
니가 어딜가도 그 누구를 만나도 
아니라고 말해도 I Know 

TV를 켰다 끄고 걷다 멈추고 
섰다가 눕고 모든게 뭔가 서툴고
시계를 바라보며 눈에 힘주었다가 풀고 
날 비웃고 대답이 없는 벽과 다투고 
검은 입술에 담배를 물고
라디오 슬픈 노랫말과 입맞추고 
아무도 없는 거울 뒤편에
나를 채우고 미소를 겨우 지어내 

밤에 부는 칼바람에 먹구름이 찢어질듯
붉은달 바라보면서 점점 미쳐질듯 
잊혀질듯한데 엄지손가락에 지문은 
지워질듯 밤새 통화 버튼을 맴도는데 
핸드폰에 그대 이름이 떠 
떨리는 손에 그대 목소리가 들려 웃으며
온종일 집에 붙어 있었다고 
지금 간다고 사랑한다고 But I know

[Chorus]
Let in rain... let in rain...
흐르는 빗물에 흘러내린 눈물에 
너의 더러움 모두 씻어줄게
Let in rain... Let in rain...
웃으며 다가온 너의 위선을 모두 씻어줄게

내리는 이 비에 아무도 모르는 
나의 아픔 묻어둔채
내리는 이 비에 조용히 부숴진 
너의 거짓을 묻어둘게

I know 알고 있어말은 못해도 
변해버린 네 맘을 오늘도 모레도
돌아오지 않는다는걸 매일 널 보내고 
돌아서 꿈속에도 널 쫓아 난 목매고
아픈 내 맘의 눈물로 비를 내리고 비로 
너의 과오를 씻으려 손내밀고
웃으며 감싸도 이 상처는 더 패이고 
니 핸드폰에 벨소리는 심장을 더 때리고
하루에 몇천번씩 끈을 묶어 
아님 두 무릎꿇고 고개를 숙여
어디서부터 우리 뒤틀린건지 
대체 뭣땜에 그렇게 이끌린건지
넋이 나간 상태로 길을나서 둘이돼 
갈라진 미소라도 나눠 받을게 입 다물게 
너 없인 못사니까 
반쪽 뿐인 사랑조차 내겐 절실하니까! 

[Chorus]
Let in rain... let in rain...
흐르는 빗물에 흘러내린 눈물에 
너의 더러움 모두 씻어줄게
Let in rain... Let in rain...
웃으며 다가온 너의 위선을 모두 씻어줄게

내리는 이 비에 아무도 모르는 
나의 아픔 묻어둔채
내리는 이 비에 조용히 부숴진 
너의 거짓을 묻어둘게"
Coffee (Feat. 성아),[''],[],['타블로'],[],04:10,"벌서 다섯잔의 커피 
특히 가고픈 곳 없이 
그저 바쁜듯이 걷지 한 없이 
벌써 지갑을 비웠지 
특히 사고픈 것 없이 
그저 바쁜듯이 한 없이 
우리 잠들기는 일러요 
잠시만 더 기다려봐요 
부디 한잔의 여운도 놓치지말아요 
You and Me Me and My Coffee 
우리 잠들기는 일러요 
잠시만 더 기다려봐요 
부디 한잔의 기억도 비우지말아요 
You and Me Me and My Coffee 
따스한 입술이 그리워 
한잔 술은 몸이 힘들어 두잔 허전한 손에 
온기를 위해서 차가운 손에 세잔 
일상 습관이 된 커피 
시간 속으로 되 걷기 
긴밤 헤메는 기억이 아플까 한잔더 채웠지 
벌써 다섯잔의 커피 
기억속에 밤새 걷지 
검은 향기 속에 memory 
굳은 혀에만 닿고 맘엔 없지 
버릇이 된 커피를 담은 컵은 
이젠 사진첩처럼 펼치는 기억의 서랍이되 
낙옆처럼 떠다니네 
벌써 다섯잔의 커피 
특히 가고픈 곳 없이 
그저 바쁜듯이 한 없이 
우리 잠들기는 일러요 
잠시만 더 기다려봐요 
부디 한잔의 여운도 놓치지말아요 
You and Me Me and My Coffee 
우리 잠들기는 일러요 
잠시만 더 기다려봐요 
부디 한잔의 기억도 비우지말아요 
You and Me Me and My Coffee 
쉽게 잘 비워 미련도 없이 잘 지워 
사람과 사랑 만남과 상관 다르게 참 쉬워 
난 그래서 널 끊지 못해 
손에 잔을 놓지못해 향은 이미 머릿속에 
이젠 지독해 
때마다 맛있는 Black 
한장 관을 같은 책 
생각없이 넘기는 한장한장 눈감은 책 
시간을 때워 나를 버린 나 
매일마다 마시던 커피가 
어제의 달콤함이 그리워 
오늘따라 쓰디써 
벌써 지갑을 배웠지 
특히 사고픈 것 없이 
그저 바쁜듯이 한 없이 
우리 잠들기는 일러요 
잠시만 더 기다려봐요 
부디 Me and My Coffee 
우리 잠들기는 일러요 
잠시만 더 기다려봐요 
부디 Me and My Coffee 
우리 잠들기는 일러요 
잠시만 더 기다려봐요 
부디 울지마요 
우리 잠들기는 일러요 
잠시만 더 기다려봐요 
부디 울지마요"
